date,water_temp,wind,air_temp,pressure
1/1/2013 0:00,12.02209833,9.06105562,9.886134722,1022.80875
1/1/2013 1:00,12.015885,6.430411328,9.769504167,1022.222917
1/1/2013 2:00,12.02696917,7.737697292,9.5795875,1022.566667
1/1/2013 3:00,12.033125,3.493784799,8.350490278,1022.603194
1/1/2013 4:00,12.02193167,4.114355271,8.304930556,1022.863056
1/1/2013 5:00,12.00381583,2.012908416,7.499859722,1022.660556
1/1/2013 6:00,11.9787775,2.939712143,6.223734722,1022.7175
1/1/2013 7:00,11.94304667,6.206793681,5.153263889,1022.420556
1/1/2013 8:00,11.92693167,5.323190012,5.239880556,1022.238194
1/1/2013 9:00,11.9056025,4.431751747,4.243726389,1022.019583
1/1/2013 10:00,11.92211083,6.160859202,4.234586111,1022.22625
1/1/2013 11:00,11.9166025,7.360944962,4.383222222,1022.279306
1/1/2013 12:00,11.92541333,8.946161037,4.726163889,1022.226389
1/1/2013 13:00,11.95453,7.983584158,4.3495625,1022.407778
1/1/2013 14:00,11.97870667,9.746373034,4.254844444,1022.726667
1/1/2013 15:00,11.95547417,9.093288439,3.198711111,1022.787083
1/1/2013 16:00,11.96616417,8.226625218,5.094094444,1022.969583
1/1/2013 17:00,11.99129667,6.966382644,6.978061111,1023.447639
1/1/2013 18:00,12.011475,7.966538294,9.283584722,1023.5175
1/1/2013 19:00,12.04483917,9.360230198,10.72808738,1022.976422
1/1/2013 20:00,12.08749333,9.336850175,11.64277778,1022.400972
1/1/2013 21:00,12.12841833,9.0303855,13.12787778,1021.957917
1/1/2013 22:00,12.15802667,8.976558387,13.83316944,1021.661389
1/1/2013 23:00,12.16994833,7.876885556,13.8811875,1021.6625
1/2/2013 0:00,12.15783833,8.343562318,10.45851806,1021.56625
1/2/2013 1:00,12.12560667,10.80150582,9.184234722,1021.607917
1/2/2013 2:00,12.08659083,8.682198602,9.180929167,1021.927639
1/2/2013 3:00,12.05290917,7.527262522,8.824266667,1022.319861
1/2/2013 4:00,12.0313575,5.302979458,8.205261474,1022.312378
1/2/2013 5:00,12.00702,4.950196418,5.6954875,1022.462361
1/2/2013 6:00,11.96178917,9.794596067,4.051009722,1022.314722
1/2/2013 7:00,11.90996083,10.93002053,4.906729167,1022.282639
1/2/2013 8:00,11.85473083,8.638790793,3.623763561,1022.169958
1/2/2013 9:00,11.81599667,5.532642691,3.695997222,1021.762361
1/2/2013 10:00,11.79658917,6.329861095,3.456866667,1021.571944
1/2/2013 11:00,11.76572167,14.2793394,4.806802778,1020.875556
1/2/2013 12:00,11.70971833,17.74239997,5.785855556,1020.294861
1/2/2013 13:00,11.68022917,8.857139342,5.778133333,1020.447778
1/2/2013 14:00,11.65770167,9.161709814,5.694376389,1020.259861
1/2/2013 15:00,11.63066833,12.96539895,5.314947222,1020.351806
1/2/2013 16:00,11.57148,18.56406203,6.324890278,1020.710417
1/2/2013 17:00,11.52600833,15.66837318,8.0284875,1021.530972
1/2/2013 18:00,11.534495,15.0633544,9.600920833,1021.8075
1/2/2013 19:00,11.59747,13.33232843,11.01688472,1021.127917
1/2/2013 20:00,11.67070667,12.19956479,12.26935833,1020.374028
1/2/2013 21:00,11.7354725,13.56034595,13.47929722,1019.511111
1/2/2013 22:00,11.79717167,11.9765878,13.64059892,1019.396972
1/2/2013 23:00,11.83762417,11.72325582,13.63207917,1018.856944
1/3/2013 0:00,11.85013,9.887915987,11.56702778,1018.807361
1/3/2013 1:00,11.83406667,8.398655649,8.627416667,1019.252778
1/3/2013 2:00,11.8031825,10.58010411,7.138934722,1019.205
1/3/2013 3:00,11.75907917,10.75113483,5.9860625,1019.272361
1/3/2013 4:00,11.70084167,10.43406843,4.612518056,1019.425972
1/3/2013 5:00,11.6427525,12.88620239,5.3979625,1019.535417
1/3/2013 6:00,11.58476333,12.88078829,7.223645833,1019.520139
1/3/2013 7:00,11.5343425,12.68631625,7.6254375,1019.677222
1/3/2013 8:00,11.49286,11.86859217,7.6795375,1019.656528
1/3/2013 9:00,11.43702,12.30210906,7.411040278,1019.4425
1/3/2013 10:00,11.39858833,12.43960775,7.024501389,1019.583333
1/3/2013 11:00,11.3465675,11.27097292,6.639673611,1019.632361
1/3/2013 12:00,11.30557583,13.32747568,6.463581944,1019.393194
1/3/2013 13:00,11.26608917,13.97231974,6.300141667,1019.406389
1/3/2013 14:00,11.22952167,13.94555475,6.4482875,1019.620972
1/3/2013 15:00,11.20577417,13.54624156,6.290145833,1020.286944
1/3/2013 16:00,11.19885083,13.93343433,7.351779167,1021.010139
1/3/2013 17:00,11.23056583,14.0580316,8.550463889,1021.795417
1/3/2013 18:00,11.34219167,16.69460935,9.297915278,1022.103333
1/3/2013 19:00,11.44616167,14.62971015,10.93116389,1021.885833
1/3/2013 20:00,11.55825,12.69241453,12.18098611,1021.50125
1/3/2013 21:00,11.691155,9.765490681,12.823,1021.199583
1/3/2013 22:00,11.75407583,8.411582848,13.79917222,1021.0375
1/3/2013 23:00,11.7998125,6.863329354,12.86334306,1021.805278
1/4/2013 0:00,11.80803,3.110510483,11.86642083,1022.272083
1/4/2013 1:00,11.80294417,7.047938119,10.32470833,1022.55375
1/4/2013 2:00,11.78690917,8.97480067,9.6558625,1022.663889
1/4/2013 3:00,11.76326667,6.485850903,9.067080556,1022.644306
1/4/2013 4:00,11.746095,4.190651136,6.692112344,1022.948405
1/4/2013 5:00,11.759055,4.619174287,5.592768056,1023.221944
1/4/2013 6:00,11.92244,6.32630198,4.8972375,1023.480139
1/4/2013 7:00,11.9451875,7.889061299,4.749119444,1023.313333
1/4/2013 8:00,11.90686333,8.480061736,5.232373611,1023.135694
1/4/2013 9:00,11.89017417,5.489043244,5.016177778,1023.167639
1/4/2013 10:00,11.8686825,6.108094205,4.811308333,1023.196528
1/4/2013 11:00,11.83352,7.894539022,5.506616667,1022.784444
1/4/2013 12:00,11.80572917,5.230575568,5.8372,1022.674306
1/4/2013 13:00,11.80250167,7.088903846,4.671169444,1022.962222
1/4/2013 14:00,11.7489375,10.40897568,4.912597222,1022.563056
1/4/2013 15:00,11.72567083,7.970025917,5.054220833,1023.069861
1/4/2013 16:00,11.753435,9.380796156,6.908552778,1023.5075
1/4/2013 17:00,11.8381175,9.567427635,8.765801389,1023.904583
1/4/2013 18:00,11.82606167,9.179629295,10.75229722,1024.037639
1/4/2013 19:00,11.90955333,8.834905649,12.62792778,1023.071944
1/4/2013 20:00,11.97715083,9.401313046,12.66715,1021.988611
1/4/2013 21:00,12.04966417,6.949092895,13.41662222,1021.327917
1/4/2013 22:00,12.0873325,8.688754986,11.63552361,1020.977361
1/4/2013 23:00,12.09231,8.759788148,11.48938194,1020.802361
1/5/2013 0:00,12.07576583,9.256165114,10.67909583,1020.692917
1/5/2013 1:00,12.06120083,7.484745486,10.11337778,1020.874306
1/5/2013 2:00,12.02265583,5.519949621,8.197427778,1021.008472
1/5/2013 3:00,11.96605,4.810567123,6.106177778,1021.160417
1/5/2013 4:00,11.89820333,7.419061444,5.345902778,1021.363194
1/5/2013 5:00,11.83457917,7.799693797,5.762459722,1021.278889
1/5/2013 6:00,11.7993225,8.369388905,7.363755556,1021.644861
1/5/2013 7:00,11.74782917,11.26617443,7.710755556,1021.573472
1/5/2013 8:00,11.70430833,11.29172335,7.465856944,1021.540278
1/5/2013 9:00,11.67041667,10.28218885,6.921255556,1021.48
1/5/2013 10:00,11.63224,9.157886139,6.824840278,1021.844722
1/5/2013 11:00,11.5954325,9.405518492,6.725851389,1021.9025
1/5/2013 12:00,11.56638833,10.24580009,7.0633125,1021.816528
1/5/2013 13:00,11.539475,11.5661756,7.516490278,1021.849583
1/5/2013 14:00,11.51139417,11.40900204,7.387359546,1000.987505
1/5/2013 15:00,11.47903167,12.04459246,7.068947222,1022.162639
1/5/2013 16:00,11.45489,12.24766118,7.567752778,1022.100139
1/5/2013 17:00,11.4245075,17.0622111,7.648792768,1021.101669
1/5/2013 18:00,11.42046167,10.49051514,8.7628625,1022.212361
1/5/2013 19:00,11.44111917,12.81747685,9.31055,1021.044028
1/5/2013 20:00,11.4503875,13.61912231,9.631966667,1019.903056
1/5/2013 21:00,11.45808917,13.75601238,9.050677778,1018.842361
1/5/2013 22:00,11.45258167,13.62688397,8.518130556,1018.278194
1/5/2013 23:00,11.45488833,12.68683256,8.177780556,1018.071806
1/6/2013 0:00,11.43906667,15.44809814,7.943608333,1017.373194
1/6/2013 1:00,11.4259875,14.14965987,7.842743056,1016.95125
1/6/2013 2:00,11.39850917,17.12535847,7.865213889,1016.189028
1/6/2013 3:00,11.37065417,16.24412915,7.998119444,1015.989583
1/6/2013 4:00,11.36762167,16.96019787,7.912972222,1016.083056
1/6/2013 5:00,11.34157583,17.73002927,7.598626389,1016.080278
1/6/2013 6:00,11.3313175,16.21205009,7.538886111,1016.115417
1/6/2013 7:00,11.33279833,15.01129761,7.859327778,1016.386389
1/6/2013 8:00,11.342475,9.263677199,7.795023611,1016.374722
1/6/2013 9:00,11.3683075,5.933786983,7.717670833,1017.058194
1/6/2013 10:00,11.35053,8.90430795,8.296788889,1017.961667
1/6/2013 11:00,11.3272425,7.266477286,8.4374,1018.212917
1/6/2013 12:00,11.35518833,4.524417734,8.277031944,1018.243611
1/6/2013 13:00,11.372765,2.24306887,8.2808375,1018.671389
1/6/2013 14:00,11.37751667,4.161209959,8.156081944,1018.786111
1/6/2013 15:00,11.38033917,12.18374534,8.569043056,1018.861111
1/6/2013 16:00,11.37712167,9.913958066,8.640464632,1019.700693
1/6/2013 17:00,11.39921667,5.587581974,10.00145833,1020.634167
1/6/2013 18:00,11.48085667,6.234969132,10.77971944,1020.852917
1/6/2013 19:00,11.57961583,5.865741884,10.67064722,1020.319306
1/6/2013 20:00,11.6515025,7.672151573,11.29844028,1019.802917
1/6/2013 21:00,11.72798667,10.2473544,11.54374028,1019.400833
1/6/2013 22:00,11.79961333,15.719841,11.46248056,1019.332639
1/6/2013 23:00,11.92328917,16.97449956,11.21816667,1019.394444
1/7/2013 0:00,11.93628417,19.09615594,10.94110556,1019.485139
1/7/2013 1:00,11.91166,17.63144511,10.39659028,1019.162778
1/7/2013 2:00,11.8938225,15.1735811,10.2340375,1019.649167
1/7/2013 3:00,11.88617583,15.78013934,9.944698611,1020.143333
1/7/2013 4:00,11.8677,14.90085483,9.7091125,1020.574583
1/7/2013 5:00,11.74479333,12.50044103,9.490558333,1020.7125
1/7/2013 6:00,11.6736975,13.40648063,9.460752778,1020.638194
1/7/2013 7:00,11.69952417,8.607043098,8.879927778,1020.859722
1/7/2013 8:00,11.76604833,4.703894001,8.723213889,1020.713194
1/7/2013 9:00,11.80885333,3.26758809,7.029733333,1020.617917
1/7/2013 10:00,11.84106,5.246318433,7.832511111,1021.366528
1/7/2013 11:00,11.85649333,5.755622015,8.276281944,1021.169167
1/7/2013 12:00,11.85463417,4.819647496,7.930159722,1020.800278
1/7/2013 13:00,11.8523975,2.36512187,7.037529167,1020.755694
1/7/2013 14:00,11.82849667,3.690967239,6.457270833,1020.974861
1/7/2013 15:00,11.7885975,5.5130182,6.981834722,1020.872917
1/7/2013 16:00,11.76098417,2.938191904,8.082458333,1021.710833
1/7/2013 17:00,11.7715425,11.58667487,11.04209444,1022.310972
1/7/2013 18:00,11.83434417,9.046926762,11.85545278,1022.582083
1/7/2013 19:00,11.9074075,12.92735978,12.54919861,1021.953611
1/7/2013 20:00,11.95975667,16.80299796,12.43845694,1020.901528
1/7/2013 21:00,12.02102083,18.75772263,12.65180139,1020.074444
1/7/2013 22:00,12.06126,20.7196854,12.56748889,1019.535417
1/7/2013 23:00,12.03840167,11.75638235,12.17379583,1019.755972
1/8/2013 0:00,12.00844583,13.00812362,11.85756389,1020.052361
1/8/2013 1:00,11.98567917,14.89049607,11.50281944,1019.903056
1/8/2013 2:00,11.96747917,11.97283867,11.32664167,1020.183889
1/8/2013 3:00,11.93559917,13.39261517,11.28151111,1020.085556
1/8/2013 4:00,11.92641917,11.95464298,11.29043611,1020.120139
1/8/2013 5:00,11.93305,11.61337711,11.20915417,1020.303194
1/8/2013 6:00,11.92361333,10.39697743,10.92350417,1020.410417
1/8/2013 7:00,11.9125975,7.86663046,10.89556847,1018.380294
1/8/2013 8:00,11.90333,5.753406232,10.41833194,1020.663472
1/8/2013 9:00,11.91618917,4.964928946,9.754870833,1020.6625
1/8/2013 10:00,11.90061,7.028921229,7.723648611,1020.778333
1/8/2013 11:00,11.87512667,6.50464371,7.0721,1020.867917
1/8/2013 12:00,11.8392625,8.348525626,7.066605556,1020.590833
1/8/2013 13:00,11.81746833,4.910608183,7.484916667,1020.607639
1/8/2013 14:00,11.79316667,2.392236605,7.061456944,1021.047222
1/8/2013 15:00,11.74667333,4.931265143,6.356548611,1021.284444
1/8/2013 16:00,11.68576417,7.46718477,7.831463889,1021.703056
1/8/2013 17:00,11.6672675,4.955344205,9.700627778,1022.36625
1/8/2013 18:00,11.70023167,2.728874199,9.806344429,1022.206658
1/8/2013 19:00,11.76156466,4.524486858,11.55911095,1021.544236
1/8/2013 20:00,11.84269333,5.12597496,11.93359167,1020.54125
1/8/2013 21:00,11.95081917,5.725020676,12.170575,1020.008889
1/8/2013 22:00,12.06694,5.667466511,12.0155742,1019.779473
1/8/2013 23:00,12.11821333,5.011511794,11.90534028,1019.454861
1/9/2013 0:00,12.124355,7.517725524,11.29284562,1019.07274
1/9/2013 1:00,12.097455,8.977463891,10.81011944,1018.997917
1/9/2013 2:00,12.06686417,9.371694817,10.32625278,1019.0525
1/9/2013 3:00,12.04276583,5.658064211,10.20144861,1019.414861
1/9/2013 4:00,12.02269667,9.661917152,8.995508333,1019.064306
1/9/2013 5:00,12.02264333,8.736168899,9.158076389,1019.395278
1/9/2013 6:00,12.00693,9.31802053,8.488226389,1019.355556
1/9/2013 7:00,11.98511833,4.734999563,7.893573611,1019.491389
1/9/2013 8:00,11.96821583,3.826209959,8.003627778,1019.432222
1/9/2013 9:00,11.9439775,3.420769948,7.793580556,1019.306667
1/9/2013 10:00,11.920305,4.414072801,7.160634722,1019.126528
1/9/2013 11:00,11.89774417,1.585449913,7.461043056,1018.54625
1/9/2013 12:00,11.8865775,6.248579936,8.315675,1018.361806
1/9/2013 13:00,11.884555,8.449005533,10.25306806,1018.129583
1/9/2013 14:00,12.12297083,7.376163949,10.09681111,1017.92875
1/9/2013 15:00,12.6337275,10.57049709,10.40245139,1017.760278
1/9/2013 16:00,12.03775917,9.192808096,10.33063056,1017.771806
1/9/2013 17:00,11.74149917,3.627413743,10.59650833,1017.543472
1/9/2013 18:00,11.75766917,5.031666084,10.85092083,1017.409306
1/9/2013 19:00,11.801375,10.11788303,11.12324722,1016.559861
1/9/2013 20:00,11.850855,12.72420239,10.99527639,1015.433056
1/9/2013 21:00,11.86753583,27.76186605,9.9424875,1014.349306
1/9/2013 22:00,11.83534917,28.20126733,9.798119444,1014.560694
1/9/2013 23:00,11.8112225,25.19169846,9.475208333,1014.671528
1/10/2013 0:00,11.781105,20.6985265,9.567951389,1014.727222
1/10/2013 1:00,11.71980583,23.41664473,9.085804167,1014.690833
1/10/2013 2:00,11.66640917,20.69645705,8.849827778,1014.996111
1/10/2013 3:00,11.6215275,23.89657659,8.545618056,1015.3775
1/10/2013 4:00,11.6056675,21.04846971,8.354658333,1015.953333
1/10/2013 5:00,11.57721833,21.75005431,8.060011111,1016.308194
1/10/2013 6:00,11.54666417,20.05311721,7.620008333,1016.776528
1/10/2013 7:00,11.5257825,16.09867065,7.217134722,1017.253194
1/10/2013 8:00,11.52984583,15.38091468,7.0314875,1017.334444
1/10/2013 9:00,11.50777333,17.84288133,6.881093056,1017.490278
1/10/2013 10:00,11.51205083,16.69157193,7.313116667,1017.569583
1/10/2013 11:00,11.5023275,17.23383285,7.167780556,1017.579583
1/10/2013 12:00,11.48674167,16.14941817,6.479358333,1017.471944
1/10/2013 13:00,11.43416667,14.32441016,6.212233333,1017.676389
1/10/2013 14:00,11.4057875,9.820627548,5.774901389,1018.088056
1/10/2013 15:00,11.40165917,13.94202563,6.018188889,1018.640694
1/10/2013 16:00,11.39822333,14.47883183,6.330143056,1019.063194
1/10/2013 17:00,11.30830331,15.05042044,7.252647222,1019.200972
1/10/2013 18:00,11.46565583,17.65307471,7.889719444,1019.351389
1/10/2013 19:00,11.508075,16.31238332,8.400509722,1018.818333
1/10/2013 20:00,11.58347417,18.48740215,8.959279167,1018.162222
1/10/2013 21:00,11.71915583,23.66637726,9.314777778,1017.634306
1/10/2013 22:00,11.8525725,23.72983387,9.445684722,1017.729861
1/10/2013 23:00,11.98803083,26.73483605,9.352670833,1017.964722
1/11/2013 0:00,11.99147417,27.02258751,9.039547222,1018.165278
1/11/2013 1:00,11.96244,26.5976788,8.430480556,1018.705694
1/11/2013 2:00,11.93859667,24.92393579,7.882790278,1019.612917
1/11/2013 3:00,11.88692167,23.21067298,7.623891667,1019.886111
1/11/2013 4:00,11.82611167,23.81432528,7.449880556,1020.604583
1/11/2013 5:00,11.76047917,23.37454091,7.232320833,1021.069028
1/11/2013 6:00,11.703315,23.39935192,7.245016667,1021.355833
1/11/2013 7:00,11.69463583,19.05989036,7.307601389,1021.640833
1/11/2013 8:00,11.64058,17.38977999,7.135481944,1021.672083
1/11/2013 9:00,11.6048575,13.76039677,7.045467406,1021.787101
1/11/2013 10:00,11.59062083,17.91895166,7.089603545,1000.598271
1/11/2013 11:00,11.55975583,16.1911772,6.995306944,1021.808056
1/11/2013 12:00,11.52669833,16.38298398,6.9537875,1021.689306
1/11/2013 13:00,11.48780917,16.13301645,6.797801389,1022.082917
1/11/2013 14:00,11.43768667,16.83847729,6.742393056,1022.224722
1/11/2013 15:00,11.3847675,15.78896302,6.934190278,1022.754861
1/11/2013 16:00,11.362465,13.84368375,7.109331944,1023.088889
1/11/2013 17:00,11.3441225,11.29944016,7.457026389,1023.211806
1/11/2013 18:00,11.32728167,10.44964347,7.875447222,1022.834583
1/11/2013 19:00,11.34665167,11.39379135,8.410294444,1022.041389
1/11/2013 20:00,11.41157167,13.86270778,9.120927778,1020.90375
1/11/2013 21:00,11.48686667,15.1624933,9.146734722,1020.241944
1/11/2013 22:00,11.57823833,16.84081756,9.268090278,1019.912778
1/11/2013 23:00,11.63967083,18.34506465,9.242779167,1019.611806
1/12/2013 0:00,11.65809583,20.4711108,8.993797222,1019.051389
1/12/2013 1:00,11.62400917,21.71901166,8.584522222,1018.780694
1/12/2013 2:00,11.57179083,23.2462305,8.39835,1018.857083
1/12/2013 3:00,11.53720917,19.605788,7.973995833,1019.208194
1/12/2013 4:00,11.51377667,16.07499388,7.553622222,1019.840556
1/12/2013 5:00,11.53498667,15.22265012,7.272645833,1019.995972
1/12/2013 6:00,11.55630583,6.97642749,6.8127375,1020.430139
1/12/2013 7:00,11.52218583,2.525410891,5.605398611,1020.897361
1/12/2013 8:00,11.32479667,5.285317268,6.562294444,1020.929167
1/12/2013 9:00,11.24872167,5.905502184,5.949536111,1021.092917
1/12/2013 10:00,11.24037167,5.184009755,5.374626389,1021.225278
1/12/2013 11:00,11.2092075,4.048261066,4.895573611,1021.295556
1/12/2013 12:00,11.1807925,3.837558387,3.744641667,1020.976111
1/12/2013 13:00,11.10577833,5.539992137,1.938081944,1021.183056
1/12/2013 14:00,11.04053083,5.734357164,1.572747222,1021.677778
1/12/2013 15:00,10.97318083,8.746989225,1.826244444,1022.194861
1/12/2013 16:00,10.9277025,7.588162202,3.571661111,1022.728889
1/12/2013 17:00,10.92842833,2.183267909,6.397177778,1022.901944
1/12/2013 18:00,10.9705175,6.052594787,8.087240278,1022.609028
1/12/2013 19:00,11.0710525,5.678685935,8.4163875,1021.941944
1/12/2013 20:00,11.2527875,5.282011066,8.548984722,1021.035
1/12/2013 21:00,11.30700833,4.277538294,8.894176389,1020.433472
1/12/2013 22:00,11.41591917,3.996927355,9.089275,1020.054583
1/12/2013 23:00,11.54299,2.603934916,9.594298611,1019.702083
1/13/2013 0:00,11.65782583,4.475602068,9.211181944,1019.244028
1/13/2013 1:00,11.65822833,12.63765681,8.589593056,1019.233194
1/13/2013 2:00,11.65133333,8.187969423,6.857269444,1019.187778
1/13/2013 3:00,11.66009583,6.56457848,5.127029167,1019.605278
1/13/2013 4:00,11.611555,6.643749563,3.3264375,1019.745139
1/13/2013 5:00,11.53479917,2.548088235,3.8539125,1020.068611
